month,hour,zone,alpha
1,10,B,0.1829864338681791
1,10,C,0.252405968951646
1,10,D,0.2586802190643092
1,10,E,0.2551969362631806
1,10,F,0.28272406207313144
1,10,G,0.32716633958811947
1,10,J,0.2961701093778708
1,10,K,0.1694457954726963
1,11,A,0.18404248137147033
1,11,B,0.18354713872680292
1,11,C,0.2530808685361575
1,11,D,0.257790098632879
1,11,E,0.2546970254255735
1,11,F,0.28314854249899774
1,11,G,0.33187487860041315
1,11,J,0.3247716618046964
1,11,K,0.1589284363918664
1,12,A,0.18042643757360577
1,12,B,0.18086567114113572
1,12,C,0.25502436403421974
1,12,D,0.25788252342047496
1,12,E,0.25536065489223253
1,12,F,0.28247852913053717
1,12,G,0.3300840548798646
1,12,J,0.31179256596670596
1,12,K,0.15901679717741093
1,13,A,0.17645853789197385
1,13,B,0.17703921437129663
1,13,C,0.25526871509897775
1,13,D,0.26271321239612605
1,13,E,0.2572746475279423
1,13,F,0.28601717569994006
1,13,G,0.32820973222832095
1,13,J,0.2979001270241674
1,13,K,0.15957659609436672
1,14,A,0.16113100457450996
1,14,B,0.16397579246115201
1,14,C,0.23636981930557985
1,14,D,0.25772492528970775
1,14,E,0.248579180050469
1,14,F,0.2815401675232502
1,14,G,0.3204977842035481
1,14,J,0.2531805981974328
1,14,K,0.147211750012258
1,15,A,0.14691307161193082
1,15,B,0.1500531590732558
1,15,C,0.21449857568069972
1,15,D,0.2494937512674567
1,15,E,0.23357928504806935
1,15,F,0.26635573076161717
1,15,G,0.3076407241351047
1,15,J,0.20757274471858486
1,15,K,0.1331644945148351
1,16,A,0.14170678661310568
1,16,B,0.14292769115320902
1,16,C,0.20038225012091027
1,16,D,0.24094541795454497
1,16,E,0.22312609599781488
1,16,F,0.2474118419260045
1,16,G,0.29377233205122427
1,16,J,0.18764507578490547
1,16,K,0.12074242900273835
1,17,A,0.14027563228722098
1,17,B,0.14080323855236263
1,17,C,0.19250382062966817
1,17,D,0.23678048801852994
1,17,E,0.21646732328523385
1,17,F,0.23242561244356297
1,17,G,0.2864196906111426
1,17,J,0.1643162808652748
1,17,K,0.1144261634656609
1,18,A,0.12983293005755822
1,18,B,0.13189465525148536
1,18,C,0.18470066073293168
1,18,D,0.22608904378987463
1,18,E,0.20429183762219444
1,18,F,0.21443599967805177
1,18,G,0.27376489473121174
1,18,J,0.13658809959403667
1,18,K,0.10302826897491894
1,19,A,0.10789478090688329
1,19,B,0.11195542502260615
1,19,C,0.17177902911098705
1,19,D,0.2101005470388052
1,19,E,0.1886317471980315
1,19,F,0.19800738998054926
1,19,G,0.2624090303903237
1,19,J,0.11209721647159052
1,19,K,0.09452822885823996
1,20,A,0.10196613271672282
1,20,B,0.10284985178836081
1,20,C,0.17396716571422255
1,20,D,0.201797707607085
1,20,E,0.1882672274043052
1,20,F,0.20351336568141432
1,20,G,0.2660334846772095
1,20,J,0.10423440524352937
1,20,K,0.09102622276638797
1,21,A,0.11867726411636281
1,21,B,0.11185048199305622
1,21,C,0.19671731274012227
1,21,D,0.2098898758669483
1,21,E,0.2054091933722058
1,21,F,0.22852752153538122
1,21,G,0.2841040179644981
1,21,J,0.1426709679554715
1,21,K,0.10610004234073475
1,22,A,0.13772293087077686
1,22,B,0.12401875883859916
1,22,C,0.2226091959096758
1,22,D,0.2142223418644903
1,22,E,0.22240228896238595
1,22,F,0.24805482885920868
1,22,G,0.29691637670637
1,22,J,0.20540170773155
1,22,K,0.12055863758569478
1,23,A,0.14330813263211514
1,23,B,0.12934386704863335
1,23,C,0.23329937421359584
1,23,D,0.2108186669729439
1,23,E,0.22748412969306622
1,23,F,0.2542195407943476
1,23,G,0.29570599113426943
1,23,J,0.24207904526851423
1,23,K,0.12583671842864128
2,0,A,0.14204443178946938
2,0,B,0.14180020485191083
2,0,C,0.22870005388662307
2,0,D,0.218043867542094
2,0,E,0.22598914391358457
2,0,F,0.2446819019548762
2,0,G,0.2843007307395592
2,0,J,0.2463676969771127
2,0,K,0.14183844801262008
2,1,A,0.14167586152549108
2,1,B,0.13624819558846518
2,1,C,0.2234623874054249
2,1,D,0.22210393883060556
2,1,E,0.22730711338663911
2,1,F,0.24759598446453976
2,1,G,0.28709125075578135
2,1,J,0.2461369466158787
2,1,K,0.13834771093368498
2,2,A,0.14374366905073566
2,2,B,0.13839134209199408
2,2,C,0.22452203200428275
2,2,D,0.2413826631779629
2,2,E,0.23709363002949235
2,2,F,0.2543364143163848
2,2,G,0.29537595283081786
2,2,J,0.24499043724728603
2,2,K,0.13091100231094444
2,3,A,0.16816989671965835
2,3,B,0.1628189055962541
2,3,C,0.2439870067234567
2,3,D,0.2712619795800286
2,3,E,0.2586745999950797
2,3,F,0.2800006891126753
2,3,G,0.3147249870959311
2,3,J,0.25814809514646603
2,3,K,0.14982185550200974
2,4,A,0.18287815198423488
2,4,B,0.1842420685959048
2,4,C,0.25982085867590066
2,4,D,0.2895256861590544
2,4,E,0.2685916039765586
2,4,F,0.29482238472616595
2,4,G,0.32667370521520595
2,4,J,0.2781207783989303
2,4,K,0.16413534044483483
2,5,A,0.1880278029581758
2,5,B,0.18882843018276008
2,5,C,0.26229672674959426
2,5,D,0.2953859590864916
2,5,E,0.27155973444913223
2,5,F,0.2956485613033789
2,5,G,0.3297396713067334
2,5,J,0.28382759727077517
2,5,K,0.16883554185523061
2,6,A,0.1978470546169218
2,6,B,0.196492058060736
2,6,C,0.26286559596412934
2,6,D,0.29004538703185045
2,6,E,0.2730296088814845
2,6,F,0.29458211431326636
2,6,G,0.32986878723226903
2,6,J,0.2854407147679693
2,6,K,0.16995581946695817
2,7,A,0.202165026064942
2,7,B,0.20265223075674144
2,7,C,0.2641777626037636
2,7,D,0.2840794365135761
2,7,E,0.2739754726584625
2,7,F,0.2920302024528447
2,7,G,0.3317990662555822
2,7,J,0.28307089958647697
2,7,K,0.17322865876889768
2,8,A,0.20120337920114184
2,8,B,0.2004079217155618
2,8,C,0.26125274657314373
2,8,D,0.2775293479409594
2,8,E,0.26626425948734744
2,8,F,0.28543973077966794
2,8,G,0.32869470931543776
2,8,J,0.29173842226168484
2,8,K,0.16811259698308317
2,9,A,0.19880345299183547
2,9,B,0.19723589597303678
2,9,C,0.2581066560177992
2,9,D,0.26805143983188945
2,9,E,0.2601390731824594
2,9,F,0.2750598128699926
2,9,G,0.3270755811755156
2,9,J,0.2963975649371331
2,9,K,0.1649754811630757
2,10,A,0.19436917568142936
2,10,B,0.195252463386277
2,10,C,0.259555972746323
2,10,D,0.2582819926615262
2,10,E,0.25726435343249954
2,10,F,0.27343165766264793
2,10,G,0.3245061619219745
2,10,J,0.3014132560184254
2,10,K,0.16409436205978503
2,11,A,0.1874384267114787
2,11,B,0.197691503577974
2,11,C,0.26200713482711996
2,11,D,0.2506518933992747
2,11,E,0.2578620483034672
2,11,F,0.2744515339648392
2,11,G,0.3248502518301932
2,11,J,0.3070941557504319
2,11,K,0.1675151467638627
2,12,A,0.18198647645538557
2,12,B,0.19126334250784052
2,12,C,0.2622049379478392
2,12,D,0.24991357048790083
2,12,E,0.25958815053114404
2,12,F,0.2772974540013396
2,12,G,0.3268495966248952
2,12,J,0.30052017662102315
2,12,K,0.16032753777683242
2,13,A,0.1772654659551864
2,13,B,0.1864348534064498
2,13,C,0.25336063052468916
2,13,D,0.24337368921142882
2,13,E,0.2542021024196363
2,13,F,0.2729967823363658
2,13,G,0.3227443096748584
2,13,J,0.2755501970800943
2,13,K,0.15231762428083465
2,14,A,0.16630088308949592
2,14,B,0.17573186426481058
2,14,C,0.23361517279190044
2,14,D,0.24018585462031994
2,14,E,0.24040125437334264
2,14,F,0.25630824995164236
2,14,G,0.3076571084899712
2,14,J,0.2311414511428259
2,14,K,0.1337176546501075
2,15,A,0.15065313618794357
2,15,B,0.1629338273621995
2,15,C,0.21148890622199412
2,15,D,0.23345683100664055
2,15,E,0.22213805247664387
2,15,F,0.23758951041004933
2,15,G,0.2969522912276323
2,15,J,0.20189145068491846
2,15,K,0.12371900649488447
2,16,A,0.1422084368952719
2,16,B,0.15655076258587425
2,16,C,0.19755979130918938
2,16,D,0.22997120924301315
2,16,E,0.2135695450022168
2,16,F,0.22894199234245471
2,16,G,0.2918827843056756
2,16,J,0.16824510390329134
2,16,K,0.12055133236648169
2,17,A,0.13538267101226598
2,17,B,0.14827397581300744
2,17,C,0.18588607051369532
2,17,D,0.22044954098695865
2,17,E,0.2018418328121912
2,17,F,0.21789632533965278
2,17,G,0.2850748768168784
2,17,J,0.14494311694161544
2,17,K,0.1049238218094357
2,18,A,0.10353379205123214
2,18,B,0.11982283456765291
2,18,C,0.16494415087760658
2,18,D,0.19623297422848168
2,18,E,0.1735202641584941
2,18,F,0.19342232674574325
2,18,G,0.26496713093503577
2,18,J,0.11293081089649078
2,18,K,0.09016355238450717
2,19,A,0.07508685477230075
2,19,B,0.09506793535489054
2,19,C,0.1483405623032953
2,19,D,0.18222016647380798
2,19,E,0.1567624078515808
2,19,F,0.18760164840583107
2,19,G,0.25083469640152783
2,19,J,0.09248199419978331
2,19,K,0.08523065550763093
2,20,A,0.07124804621202319
2,20,B,0.08793486055615164
2,20,C,0.151577151825675
2,20,D,0.18247399232245315
2,20,E,0.16128344397231056
2,20,F,0.19659360135223702
2,20,G,0.2489219285507366
2,20,J,0.10475326922900433
2,20,K,0.08874670062448468
2,21,A,0.08832088748166687
2,21,B,0.09337661300050681
2,21,C,0.16585354502145874
2,21,D,0.19273819546571241
2,21,E,0.17956717789136092
2,21,F,0.21206812957196305
2,21,G,0.25887484255673143
2,21,J,0.1306984314809432
2,21,K,0.10230973225966547
2,22,A,0.11456517445436859
2,22,B,0.1161165699797191
2,22,C,0.19519383766363058
2,22,D,0.20649452573083832
2,22,E,0.20590962238302402
2,22,F,0.23124992719208456
2,22,G,0.27623965748228646
2,22,J,0.1735484872855952
2,22,K,0.12047328900002259
2,23,A,0.1363542208209273
2,23,B,0.13739907065937465
2,23,C,0.22169358331288871
2,23,D,0.21118315463276238
2,23,E,0.21972916314724683
2,23,F,0.24087573177840504
2,23,G,0.2835037198858582
2,23,J,0.22397814515055245
2,23,K,0.1356728071941933
3,0,A,0.15367498172291055
3,0,B,0.16731353517211747
3,0,C,0.23975583731423544
3,0,D,0.23897967887426036
3,0,E,0.22526068524528098
3,0,F,0.26689834814107394
3,0,G,0.29665855729926327
3,0,J,0.22237449047699756
3,0,K,0.1448157211934864
3,1,A,0.15165444574061526
3,1,B,0.16100918007356224
3,1,C,0.2358005519384297
3,1,D,0.2385891005845233
3,1,E,0.2212275866658981
3,1,F,0.26062464967330135
3,1,G,0.2938520543528615
3,1,J,0.22933442856285782
3,1,K,0.14858263286806356
3,2,A,0.15367344879274367
3,2,B,0.15544064961094695
3,2,C,0.23556740188773032
3,2,D,0.2501418080102578
3,2,E,0.22975644309616214
3,2,F,0.27065068852083213
3,2,G,0.30546886137088347
3,2,J,0.262740854381601
3,2,K,0.1424527971383462
3,3,A,0.18148643385817992
3,3,B,0.18068105678924973
3,3,C,0.25132850681255126
3,3,D,0.27405452919622736
3,3,E,0.2520745947422389
3,3,F,0.299690997574661
3,3,G,0.33077023572650105
3,3,J,0.2779946807276451
3,3,K,0.1496365764895177
3,4,A,0.20372687707456794
3,4,B,0.20592351170987755
3,4,C,0.2667040091066077
3,4,D,0.28948638692863865
3,4,E,0.26727103321744033
3,4,F,0.3152198020018065
3,4,G,0.3464768178793094
3,4,J,0.2950424857090265
3,4,K,0.17313855087897267
3,5,A,0.21456088169836204
3,5,B,0.21667599304957105
3,5,C,0.27255070127591907
3,5,D,0.2962559201724239
3,5,E,0.27291681063738826
3,5,F,0.31642161994580564
3,5,G,0.34980738791789456
3,5,J,0.30596598352045296
3,5,K,0.18326291424726032
3,6,A,0.21830686871998772
3,6,B,0.22200301732358527
3,6,C,0.2757014856638624
3,6,D,0.29613185633960754
3,6,E,0.2760980781201728
3,6,F,0.31504533114357464
3,6,G,0.34857462856230736
3,6,J,0.3084420892185153
3,6,K,0.18952451734769324
3,7,A,0.22325540864283
3,7,B,0.2229448360370656
3,7,C,0.27719468381360834
3,7,D,0.2942850950702683
3,7,E,0.2771058506717601
3,7,F,0.3130242326769814
3,7,G,0.3490880989879767
3,7,J,0.3019638440068116
3,7,K,0.19797329373933434
3,8,A,0.22009010088793993
3,8,B,0.22180209587629668
3,8,C,0.27503214731711517
3,8,D,0.28815860414491645
3,8,E,0.27052227332317996
3,8,F,0.3069005400427445
3,8,G,0.3421379371782858
3,8,J,0.3070665809417881
3,8,K,0.1937761902315711
3,9,A,0.2192569731553853
3,9,B,0.21795676950684476
3,9,C,0.2673795204813474
3,9,D,0.2767006136726336
3,9,E,0.2632705288920124
3,9,F,0.2992519093547432
3,9,G,0.3338602625111843
3,9,J,0.3034908504967328
3,9,K,0.1890346749473762
3,10,A,0.21758649854182213
3,10,B,0.21740116396826345
3,10,C,0.2626176207604044
3,10,D,0.2726064953274408
3,10,E,0.25981478386661305
3,10,F,0.2973913862663654
3,10,G,0.33312509420667147
3,10,J,0.28283363305311743
3,10,K,0.1882535159122739
3,11,A,0.22221176036051482
3,11,B,0.21992232951759808
3,11,C,0.25941325960145245
3,11,D,0.2705535329589126
3,11,E,0.25867518970423353
3,11,F,0.2968071002287521
3,11,G,0.3325584979588288
3,11,J,0.28211813646545664
3,11,K,0.18518908488969707
3,12,A,0.21965081619084428
3,12,B,0.22014202696096624
3,12,C,0.2586157780849782
3,12,D,0.26876833354443225
3,12,E,0.25459068471528135
3,12,F,0.28721082081691107
3,12,G,0.32682310183774393
3,12,J,0.2698625796099403
3,12,K,0.16512090793194248
3,13,A,0.20714544543683155
3,13,B,0.20909570007577302
3,13,C,0.2477240866061114
3,13,D,0.26387040823849844
3,13,E,0.2451997821534451
3,13,F,0.2747248795331614
3,13,G,0.3134466823577429
3,13,J,0.22695467679372003
3,13,K,0.14759939975446604
3,14,A,0.18410984008314252
3,14,B,0.19682473682076407
3,14,C,0.22857171923083344
3,14,D,0.2557073440754838
3,14,E,0.23351501201184321
3,14,F,0.2586101197007657
3,14,G,0.2974728921506821
3,14,J,0.20223901160984645
3,14,K,0.13911116795750164
3,15,A,0.16392860390707092
3,15,B,0.18375827750452225
3,15,C,0.21233802325908074
3,15,D,0.24384176252802794
3,15,E,0.22012049482800594
3,15,F,0.24200906116222043
3,15,G,0.2830935107010779
3,15,J,0.17501668252429795
3,15,K,0.12945305066120796
3,16,A,0.13900400409788524
3,16,B,0.15985583371777676
3,16,C,0.19102467585923952
3,16,D,0.2270764654467042
3,16,E,0.19981399655865606
3,16,F,0.2186825014885648
3,16,G,0.26248796315045364
3,16,J,0.13916375664529587
3,16,K,0.11442991453163004
3,17,A,0.10552798106463203
3,17,B,0.12687374412138086
3,17,C,0.16516311899914696
3,17,D,0.2048793699060666
3,17,E,0.17702110855979064
3,17,F,0.19806034142888315
3,17,G,0.243847511423766
3,17,J,0.11069622757266867
3,17,K,0.09897919270127599
3,18,A,0.08592005078611406
3,18,B,0.10596540803864361
3,18,C,0.14906087335553472
3,18,D,0.18719865158662144
3,18,E,0.1644913594199219
3,18,F,0.18775501783525478
3,18,G,0.2365884777565022
3,18,J,0.08040115448654268
3,18,K,0.09161592180600371
3,19,A,0.08353329528945709
3,19,B,0.099512777511503
3,19,C,0.14798734880372758
3,19,D,0.18622271578991337
3,19,E,0.16790337500397584
3,19,F,0.19395314527458787
3,19,G,0.24267916357361358
3,19,J,0.09310139198329088
3,19,K,0.0911642871803122
3,20,A,0.0909133496871518
3,20,B,0.1034677742475943
3,20,C,0.15430493806673307
3,20,D,0.19073679853459782
3,20,E,0.17444597614985294
3,20,F,0.20723172463560854
3,20,G,0.25001968712943595
3,20,J,0.10355145769798302
3,20,K,0.09275402795687293
3,21,A,0.105529673910113
3,21,B,0.11519848812851348
3,21,C,0.1705389063842909
3,21,D,0.20533422604947588
3,21,E,0.18637723650913032
3,21,F,0.22395151227203988
3,21,G,0.2618958831547964
3,21,J,0.12276437604930342
3,21,K,0.1015427833346957
3,22,A,0.12850518976242323
3,22,B,0.13897092699038
3,22,C,0.1991534263507896
3,22,D,0.22504056158659488
3,22,E,0.2078177740523698
3,22,F,0.2496904655831242
3,22,G,0.2813319512867418
3,22,J,0.15205549246164032
3,22,K,0.1154884947476703
3,23,A,0.15047330599047595
3,23,B,0.1642810392942832
3,23,C,0.23313450019951815
3,23,D,0.24330249836216672
3,23,E,0.22685464181711373
3,23,F,0.26954734614261905
3,23,G,0.30172503427705716
3,23,J,0.20555260688506263
3,23,K,0.14383746950445941
4,0,A,0.20643048442010492
4,0,B,0.19941052367769185
4,0,C,0.28517042532762055
4,0,D,0.274964801689036
4,0,E,0.27628046786412364
4,0,F,0.30519793365190007
4,0,G,0.3409202991635226
4,0,J,0.2602600140125385
4,0,K,0.1713451016160313
4,1,A,0.20425593918740326
4,1,B,0.19198170112174456
4,1,C,0.2850947387450287
4,1,D,0.275133510225957
4,1,E,0.26624821566109685
4,1,F,0.30707703034795564
4,1,G,0.33873768992267395
4,1,J,0.27764155773257476
4,1,K,0.17832690703159185
4,2,A,0.1823121069142031
4,2,B,0.17373413224423692
4,2,C,0.2667086064817918
4,2,D,0.2608323363808291
4,2,E,0.2525409803454358
4,2,F,0.29749179929821007
4,2,G,0.33040549022682597
4,2,J,0.27330579854502
4,2,K,0.1781078342571375
4,3,A,0.18649552482381357
4,3,B,0.18017219808630708
4,3,C,0.27182061901591253
4,3,D,0.2804639474586492
4,3,E,0.2704116705100322
4,3,F,0.31538492668813395
4,3,G,0.3433291698643255
4,3,J,0.29078497429173333
4,3,K,0.19162694244973208
4,4,A,0.20556973709580104
4,4,B,0.19783611621780922
4,4,C,0.2870050689005988
4,4,D,0.30384377186583644
4,4,E,0.28818171912791146
4,4,F,0.3374414097354075
4,4,G,0.35701792507100655
4,4,J,0.3070312869563506
4,4,K,0.20760770528772848
4,5,A,0.21932551988234522
4,5,B,0.2075051152742722
4,5,C,0.2886202464450508
4,5,D,0.3148768198441573
4,5,E,0.2963030531551481
4,5,F,0.3439659335158739
4,5,G,0.3602565545233166
4,5,J,0.30054127419876714
4,5,K,0.21577986881111122
4,6,A,0.2271793909488012
4,6,B,0.21261491077083947
4,6,C,0.2894890103756767
4,6,D,0.31541188212022503
4,6,E,0.29865624794001794
4,6,F,0.33783301336847943
4,6,G,0.36007845167479335
4,6,J,0.2924600116982534
4,6,K,0.22375757909308425
4,7,A,0.2331798309106832
4,7,B,0.21590508961140764
4,7,C,0.2909125067398557
4,7,D,0.31531213425816984
4,7,E,0.29784940625551076
4,7,F,0.3321707283118139
4,7,G,0.36145354904203075
4,7,J,0.3157395206568029
4,7,K,0.22790618072769586
4,8,A,0.22764522406963722
4,8,B,0.21546582520177365
4,8,C,0.2860052238435782
4,8,D,0.30410134237348924
4,8,E,0.29101591761982987
4,8,F,0.3235742063766511
4,8,G,0.3581203695534408
4,8,J,0.3076098291749961
4,8,K,0.22009310356915956
4,9,A,0.22563530786675187
4,9,B,0.21425403696319437
4,9,C,0.2763620171403545
4,9,D,0.2894149668643601
4,9,E,0.28416092803304815
4,9,F,0.31267121106521584
4,9,G,0.35075240120979184
4,9,J,0.30103365569744495
4,9,K,0.21245492465983473
4,10,A,0.2267296082053619
4,10,B,0.21641541179297757
4,10,C,0.2731306969587077
4,10,D,0.2816104113530549
4,10,E,0.2798286151125863
4,10,F,0.30532012686537957
4,10,G,0.3452560803484288
4,10,J,0.2920169342978759
4,10,K,0.20500215589073553
4,11,A,0.22311773592080086
4,11,B,0.21281717362705774
4,11,C,0.27065469726859814
4,11,D,0.27504796614849164
4,11,E,0.2731355639731545
4,11,F,0.298627599690127
4,11,G,0.33854781098306674
4,11,J,0.2774051511211124
4,11,K,0.1897580347666975
4,12,A,0.21290526413335584
4,12,B,0.20195952421626825
4,12,C,0.2519722631793236
4,12,D,0.2674371275557384
4,12,E,0.25855947199063056
4,12,F,0.2811109961164745
4,12,G,0.3166361251408254
4,12,J,0.2387309004474967
4,12,K,0.16606089212817363
4,13,A,0.1931504573831448
4,13,B,0.19218678314954246
4,13,C,0.23360335584722475
4,13,D,0.25515290020849063
4,13,E,0.24371075461232344
4,13,F,0.26499506393494354
4,13,G,0.292862959745168
4,13,J,0.19972613751557172
4,13,K,0.1547012611321831
4,14,A,0.17584707136820701
4,14,B,0.18202259451529343
4,14,C,0.21555390391249435
4,14,D,0.2470988756338632
4,14,E,0.22736582476855405
4,14,F,0.24791164375280844
4,14,G,0.2783197951703159
4,14,J,0.17494100508930513
4,14,K,0.14756796405466654
4,15,A,0.15626241169333763
4,15,B,0.16606757372263914
4,15,C,0.19020919056503277
4,15,D,0.2245445530835196
4,15,E,0.19950884376584946
4,15,F,0.215762122007241
4,15,G,0.2544787497033792
4,15,J,0.1413775514559766
4,15,K,0.11799955892755504
4,16,A,0.11383964689395559
4,16,B,0.12871629625822578
4,16,C,0.1523710285827196
4,16,D,0.1926004359077581
4,16,E,0.15953575340529624
4,16,F,0.18091477556317392
4,16,G,0.22814994500543573
4,16,J,0.10365901440567837
4,16,K,0.08847635084402845
4,17,A,0.08621724638167248
4,17,B,0.10594734422750536
4,17,C,0.1370433084529524
4,17,D,0.17947350438317458
4,17,E,0.14482514747884068
4,17,F,0.1723362308099372
4,17,G,0.21978644371133396
4,17,J,0.0785924426196857
4,17,K,0.08089997447285735
4,18,A,0.07984644514734299
4,18,B,0.10211479929746717
4,18,C,0.1396334207434004
4,18,D,0.1779682743641642
4,18,E,0.14992999369675697
4,18,F,0.17411658822773451
4,18,G,0.2222193306974822
4,18,J,0.07033449249586537
4,18,K,0.07505337375484292
4,19,A,0.09379785230540102
4,19,B,0.109827805434899
4,19,C,0.15069266708863938
4,19,D,0.18857720056611385
4,19,E,0.16355565717844595
4,19,F,0.18611462330759596
4,19,G,0.22847856565679936
4,19,J,0.08054748470747453
4,19,K,0.08600658901601767
4,20,A,0.1136307904649691
4,20,B,0.12228694082389334
4,20,C,0.1652670680049869
4,20,D,0.1951941606892779
4,20,E,0.17527824805245412
4,20,F,0.1980772174695466
4,20,G,0.23327434712816988
4,20,J,0.0947674210805549
4,20,K,0.09508015901387577
4,21,A,0.1283949357123799
4,21,B,0.1360343023014949
4,21,C,0.18207674112921296
4,21,D,0.20968689701355012
4,21,E,0.1893198607468614
4,21,F,0.21063772825079363
4,21,G,0.24704567224730695
4,21,J,0.12219276554910875
4,21,K,0.10641559764756209
4,22,A,0.1489939241105909
4,22,B,0.15521363072260766
4,22,C,0.2065367809262228
4,22,D,0.23013623457990692
4,22,E,0.21467738029681283
4,22,F,0.23786840031655085
4,22,G,0.27274800270271615
4,22,J,0.15419715067535025
4,22,K,0.1255497368241589
4,23,A,0.17992799432096418
4,23,B,0.17826163250611618
4,23,C,0.25048525919705544
4,23,D,0.25751773601756767
4,23,E,0.2545689362234873
4,23,F,0.28238268412445117
4,23,G,0.3160294067131019
4,23,J,0.20427102984066198
4,23,K,0.1483993015887438
5,0,A,0.23101604606684417
5,0,B,0.22500509830079113
5,0,C,0.30492393651334804
5,0,D,0.30113754781411994
5,0,E,0.3050370613445286
5,0,F,0.3179628037324603
5,0,G,0.34919760366089164
5,0,J,0.23505093711334954
5,0,K,0.17218226914541657
5,1,A,0.2353601962213732
5,1,B,0.23305670766287362
5,1,C,0.3136636176118384
5,1,D,0.2949199968034847
5,1,E,0.3053923562656647
5,1,F,0.3208166270051441
5,1,G,0.3514900256655035
5,1,J,0.2655368983690313
5,1,K,0.18572420067204923
5,2,A,0.20776847824711162
5,2,B,0.21239425066002615
5,2,C,0.2922666565510565
5,2,D,0.2646360041310166
5,2,E,0.27623374042225557
5,2,F,0.3060971603673526
5,2,G,0.3399268714372778
5,2,J,0.27244631457413565
5,2,K,0.19503360947870826
5,3,A,0.20178820953875817
5,3,B,0.19598564019355366
5,3,C,0.27971677703549763
5,3,D,0.2687886207460161
5,3,E,0.2690604188160923
5,3,F,0.32287091576980853
5,3,G,0.34953330611644984
5,3,J,0.2837743394430027
5,3,K,0.20679126587658533
5,4,A,0.2405863205105631
5,4,B,0.22246407656012182
5,4,C,0.3014362320618779
5,4,D,0.30177188429329993
5,4,E,0.29758898947106655
5,4,F,0.3544564768753543
5,4,G,0.37632751218274346
5,4,J,0.28969467935256854
5,4,K,0.22168112404638424
5,5,A,0.2633020788210957
5,5,B,0.23416961435403255
5,5,C,0.30935151060967614
5,5,D,0.3177912615969439
5,5,E,0.3056433846645832
5,5,F,0.36368494601572876
5,5,G,0.38065613726248726
5,5,J,0.2973215057370354
5,5,K,0.2192111213050519
5,6,A,0.2713617234480108
5,6,B,0.24371196336725748
5,6,C,0.31416533421636517
5,6,D,0.32106031597792895
5,6,E,0.30804347580748737
5,6,F,0.35904088070789325
5,6,G,0.38088567964128994
5,6,J,0.3136055871080364
5,6,K,0.22175898432273175
5,7,A,0.27431316061013816
5,7,B,0.2557281994643392
5,7,C,0.31877244624364687
5,7,D,0.31196472046921403
5,7,E,0.31360632860309484
5,7,F,0.3560478605608038
